1 557
2 587
3 622
4 657
5 693
6 712
7 741
8 802
9 852
10 875
11 908
12 921
13 934
14 1008
15 1048
16 1064
17 1096
18 1191
19 1269
20 1329
21 1439
22 1491
23 1550
24 1687
25 1753
26 1895
27 2138
28 2327
29 2470
30 2568
31 2625
32 2726
33 2786
34 2899
35 3185
36 3292
37 3399
38 3539
39 3622
40 3861
41 3969
42 4160
43 4272
44 4408
45 4804
46 5073
47 5494
48 6062
49 6301
50 6536
51 6757
52 7401
53 7872
54 8091
55 8213
56 8333
57 8501
58 8617
59 8717
60 8879
61 9025
62 9131
63 9228
64 9386
65 9487
66 9574
67 9685
68 9880
69 10129
70 10364
71 10626
72 10792
73 10976
74 10976
