1 34
2 34
3 34
4 34
5 35
6 37
7 37
8 38
9 38
10 38
11 38
12 38
13 40
14 40
15 42
16 43
17 43
18 44
19 44
20 45
21 45
22 46
23 46
24 46
25 47
26 47
27 47
28 47
29 49
30 49
31 49
32 51
33 51
34 53
35 53
36 53
37 53
38 58
39 58
40 58
41 59
42 61
43 62
44 66
45 72
46 73
47 75
48 77
49 79
50 79
51 79
52 80
53 82
54 82
55 84
56 86
57 86
58 86
59 87
60 88
61 90
62 90
63 91
64 93
65 93
66 93
67 94
68 94
69 94
70 94
71 97
72 97
73 98
74 100
75 100
76 100
77 100
78 100
79 100
80 100
81 100
82 100
83 100
84 100
85 99
86 99
87 99
88 99
89 97
90 97
91 97
92 96
93 96
94 96
95 96
96 96
97 96
98 96
99 97
100 98
101 99
102 99
103 99
104 99
105 99
106 99
107 99
108 99
109 99
110 101
111 101
112 101
113 101
114 101
115 102
116 102
117 103
118 104
119 104
120 104
121 104
122 104
123 104
124 105
125 105
126 105
127 105
128 105
129 105
130 105
131 106
132 106
133 106
134 106
135 107
136 107
